base_card_uuid,uuid,face_change,name,type,power,toughness,loyalty,keywords,rules_text,flavor_text
6473e356-2685-4f91-ab42-cca8c6be0816,9e7e706e-0405-48cc-a744-2c6ed633855c,transform,"Gideon, Battle-Forged",Legendary Planeswalker -- Gideon,NULL,NULL,3,NULL,"+2: Up to one target creature an opponent controls attacks Gideon, Battle-Forged during its controller's next turn if able.\n+1: Until your next turn, target creature gains indestructible. Untap that creature.\n0: Until end of turn, Gideon, Battle-Forged becomes a 4/4 Human Soldier creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.",NULL
64f4dc68-060b-4c63-8f43-00f53c52a251,d17b73cc-30fc-4a13-84e6-d626c5d5e439,double_faced_token,Soldier,Token Creature -- Soldier,1,1,NULL,Lifelink,Lifelink,NULL
6559047e-6ede-4815-a3a0-389062094f9d,eb0539c6-da67-4eb6-af94-0ce87d9502fc,modal_dfc,Pillarverge Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {W}.,"""The oxen here take an almost feline delight in pushing things over the edge.""\n -- Akiri, kor line-slinger"
66d9d524-3611-48d9-86c9-48e509e8ae70,055b92a1-6b04-4cc4-a06f-3d3c7cf725d4,transform,"Metzali, Tower of Triumph",Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Path of Mettle.)\n{T}: Add one mana of any color.\n{1}{R}, {T}: Metzali, Tower of Triumph deals 2 damage to each opponent.\n{2}{W}, {T}: Choose a creature at random that attacked this turn. Destroy that creature.",NULL
6729fe3e-2ba2-4311-a566-4043b2586015,49da15e4-39ec-4ac8-bd2e-25f1c18be888,art_series,Headless Specter,Card,NULL,NULL,NULL,NULL,NULL,NULL
67f4c93b-080c-4196-b095-6a120a221988,11072815-d680-4930-aec4-8e5eb482acbc,modal_dfc,"Agadeem, the Undercrypt",Land,NULL,NULL,NULL,NULL,"As Agadeem, the Undercrypt enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {B}.","""Here below the hedron fields, souls and secrets lie entombed.""\n -- Vivias, Witch Vessel"
683af377-c491-4f62-900c-6b83d75c33c9,fbede674-9613-4f5e-98f5-6800c489ff3f,transform,Withengar Unbound,Legendary Creature -- Demon,13,13,NULL,"Flying,Transform,Trample,Equip,Intimidate","Flying, intimidate, trample (A creature with intimidate can't be blocked except by artifact creatures and/or creatures that share a color with it.)\nWhenever a player loses the game, put thirteen +1/+1 counters on Withengar Unbound.","""There are not enough lives on Innistrad to satisfy his thirst for retribution."""
685b0777-b4e1-4c85-ad35-524024cb3a71,d7d13aca-9acc-4bad-83a4-54afd914e7d7,transform,Howlpack Alpha,Creature -- Werewolf,3,3,NULL,Transform,"Each other creature you control that's a Werewolf or a Wolf gets +1/+1.\nAt the beginning of your end step, create a 2/2 green Wolf creature token.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Howlpack Alpha.",NULL
6a58022b-a2fa-45bf-99a0-3c6159c6c897,4cdda976-b622-4579-818a-b8c01d152cf8,art_series,Smoke Shroud,Card,NULL,NULL,NULL,NULL,NULL,NULL
6a828e7d-98c5-4a7e-8039-383a1b8b9b65,f9fc800b-a627-49e6-b77f-ab42fe3e20b2,art_series,Maddening Cacophony,Card,NULL,NULL,NULL,NULL,NULL,NULL
6ab66344-4959-4c7b-8828-b1a89b274e0b,ad42ed7a-e95f-4fad-b480-2c3307e49b74,transform,"Nicol Bolas, the Arisen",Legendary Planeswalker -- Bolas,NULL,NULL,7,Flying,"+2: Draw two cards.\n -- 3: Nicol Bolas, the Arisen deals 10 damage to target creature or planeswalker.\n -- 4: Put target creature or planeswalker card from a graveyard onto the battlefield under your control.\n -- 12: Exile all but the bottom card of target player's library.",NULL
6ab67098-d3d5-4799-ae03-c734244f370e,504c2d41-aa58-4661-90f3-f40c44c8dbc6,transform,Gatstaf Ravagers,Creature -- Werewolf,6,5,NULL,"Transform,Menace","Menace (This creature can't be blocked except by two or more creatures.)\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Gatstaf Ravagers.",NULL
6aef77b3-4b38-4902-9f7a-dc18b5bb9da9,7d256f08-6d19-4643-895b-d7e6b3a3d092,transform,Archdemon of Greed,Creature -- Demon,9,9,NULL,"Flying,Transform,Trample","Flying, trample\nAt the beginning of your upkeep, sacrifice a Human. If you can't, tap Archdemon of Greed and it deals 9 damage to you.","""The price is paid. The power is mine!"""
6b6231e8-8eed-4bf8-acbe-9c006b119346,21698863-8d45-48e3-8125-c4ab1c6ee6f9,transform,"Arlinn, Embraced by the Moon",Legendary Planeswalker -- Arlinn,NULL,NULL,NULL,Transform,"+1: Creatures you control get +1/+1 and gain trample until end of turn.\n -- 1: Arlinn, Embraced by the Moon deals 3 damage to any target. Transform Arlinn, Embraced by the Moon.\n -- 6: You get an emblem with ""Creatures you control have haste and '{T}: This creature deals damage equal to its power to any target.'"" ",NULL
6c200ef1-ea08-48d4-ab50-77940a0e08c3,1dd7227c-20a9-4a55-9573-303c72c7f533,transform,One of the Pack,Creature -- Werewolf,5,6,NULL,Transform,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform One of the Pack.","""When the howl beckons, he cannot resist the urge to join the others."""
6efd7a6b-4814-42e6-b0b4-a1e427419352,ddecee44-a7fd-4ce5-b3da-304302d34ff8,art_series,Nissa of Shadowed Boughs 1,Card,NULL,NULL,NULL,NULL,NULL,NULL
6f35e364-81d9-4888-993b-acc7a53d963c,70752f03-3533-4644-ba1f-10833a91756d,transform,Moonscarred Werewolf,Creature -- Werewolf,2,2,NULL,"Vigilance,Transform","Vigilance\n{T}: Add {G}{G}.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Moonscarred Werewolf.",""". . . and I will bring the fury of the wild back to my village."""
6f8cfcb8-6be2-4417-94dc-5d734682aaa4,879c57f6-92a6-4b8e-89a1-dd0562f7af99,art_series,Nahiri's Binding,Card,NULL,NULL,NULL,NULL,NULL,NULL
70367e3e-638e-42aa-9433-c9c408de4213,56e25a8a-cef2-4779-92db-57d422ffaff0,art_series,"Nahiri, Heir of the Ancients 1",Card,NULL,NULL,NULL,NULL,NULL,NULL
70f1f745-9fc2-41a6-9d39-fb4964595cf5,b2c79f7e-6909-4cc0-8c86-bbb1d3379441,double_faced_token,Elemental,Token,NULL,NULL,NULL,NULL,NULL,NULL
719aedc1-f185-41de-9957-8aec723eba5f,4499dfe5-e0d5-4557-b922-ba12265184e0,art_series,Goblin Matron,Card,NULL,NULL,NULL,NULL,NULL,NULL
72887f7f-4156-4b88-aef5-b96dea57903e,1a857167-17cd-412f-b0e4-8dcf443f72cd,transform,Archdemon of Greed,Creature -- Demon,9,9,NULL,"Flying,Transform,Trample","Flying, trample\nAt the beginning of your upkeep, sacrifice a Human. If you can't, tap Archdemon of Greed and it deals 9 damage to you.",NULL
72b45263-d4e9-4a53-a78b-be651e18b615,867fc172-76a7-494f-8d17-74055106d396,double_faced_token,Elemental,Token,NULL,NULL,NULL,NULL,NULL,NULL
738ebafa-04be-4ba9-ae65-5f85e00c645a,2d157aca-3d56-42af-8624-dfed18f5d2ae,modal_dfc,Boulderloft Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {W}.,NULL
745bc36e-95c7-4ad5-8e25-38cf7207a626,8835ba45-7c20-42ce-928e-bb4d4454646c,art_series,Canopy Baloth,Card,NULL,NULL,NULL,NULL,NULL,NULL
74d905a8-6330-4d9e-8e46-6de75ff79a50,836149dd-a91e-48fd-ab72-f15909cd12db,art_series,First Sliver's Chosen,Card,NULL,NULL,NULL,NULL,NULL,NULL
750e7f1e-2922-47e6-9ee9-3401da4e648a,3507d2d1-dfa1-446d-8598-ee01b2725029,art_series,Grove of the Burnwillows,Card,NULL,NULL,NULL,NULL,NULL,NULL
75240bbc-adc7-48ff-9523-c79776d710d3,8bb094dd-bdd8-4935-bef8-b3d5d3e661c1,modal_dfc,Kazuul's Cliffs,Land,NULL,NULL,NULL,NULL,Kazuul's Cliffs enters the battlefield tapped.\n{T}: Add {R}.,"""The path up the cliffs is noting but steep switchbacks and rickety lifts, made by elves, maintained by humans, and guarded by ogres. But it's the best way into the heart of Murasa.""\n -- Samila, Murasa Expeditionary House"
782ca27f-9f18-476c-b582-89c06fb2e322,cb78f916-d0ce-4604-aa4f-02cedad168bf,modal_dfc,Song-Mad Ruins,Land,NULL,NULL,NULL,NULL,Song-Mad Ruins enters the battlefield tapped.\n{T}: Add {R}.,"""They call it the Singing City, but those eerie sounds aren't music. They worm their way into your brain until rational thought is impossible.""\n -- Yavotz, Sea Gate Expeditionary House"
78792607-0872-4de4-a9d8-92f1d58f4a71,aff09c89-1ee6-417e-8a83-2c3264a6bcd8,modal_dfc,Lavaglide Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {R}.,NULL
789b7b03-de7d-4e62-a0fa-3970e1df5378,7a224757-d8f1-47b1-bfc6-be8c739e6093,modal_dfc,Pillarverge Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {W}.,"""The oxen here take an almost feline delight in pushing things over the edge.""\n -- Akiri, kor line-slinger"
7a8ccf79-cf31-4d24-9bee-eec0df421ae5,8ac28b64-3b33-473b-9314-155b71deed75,art_series,Seachrome Coast,Card,NULL,NULL,NULL,NULL,NULL,NULL
7ac2a5aa-71c3-482b-9431-5f0b228cf64d,334d7821-7332-4c85-ad2a-fecc54d09fd5,transform,Wayward Disciple,Creature -- Human Cleric,2,4,NULL,Transform,"Whenever Wayward Disciple or another creature you control dies, target opponent loses 1 life and you gain 1 life.",""". . . and I will prove my devotion."""
7b215968-93a6-4278-ac61-4e3e8c3c3943,66d30849-32e1-48f9-9374-c69945b1043f,transform,"Nicol Bolas, the Arisen",Legendary Planeswalker -- Bolas,NULL,NULL,7,Flying,"+2: Draw two cards.\n -- 3: Nicol Bolas, the Arisen deals 10 damage to target creature or planeswalker.\n -- 4: Put target creature or planeswalker card from a graveyard onto the battlefield under your control.\n -- 12: Exile all but the bottom card of target player's library.",NULL
7b300a1d-22a6-410c-9fe4-293fefe49969,d5c2a65c-58fd-4808-b839-a3dcc0d7a62d,modal_dfc,Ondu Skyruins,Land,NULL,NULL,NULL,NULL,Ondu Skyruins enters the battlefield tapped.\n{T}: Add {W}.,NULL
7b597c97-dad9-4caf-adfc-b5a33dad9c8c,9a5bcf1d-4ed2-49f6-a7eb-0ade84388725,transform,Gold-Forge Garrison,Land,NULL,NULL,NULL,"Fight,Defender","(Transforms from Golden Guardian.)\n{T}: Add two mana of any one color.\n{4}, {T}: Create a 4/4 colorless Golem artifact creature token.","""An army of living gold for the golden city."""
7bf864db-4754-433d-9d77-6695f78f6c09,a9a05338-fcca-4c09-b39e-6c7ab09f7118,transform,Homicidal Brute,Creature -- Human Mutant,5,1,NULL,Transform,"At the beginning of your end step, if Homicidal Brute didn't attack this turn, tap Homicidal Brute, then transform it.","""For a moment his basest desires run free, unshackled by reason or conscience."""
7c04c734-354d-4925-8161-7052110951df,7d7f22be-fdc1-4254-907c-93369ff1e7af,modal_dfc,Hagra Broodpit,Land,NULL,NULL,NULL,NULL,Hagra Broodpit enters the battlefield tapped.\n{T}: Add {B}.,"""I think we somehow got turned around.""\n -- Doros, expedition guide"
7c5a3c09-5656-4975-ba03-2d809903ed18,2f1e9be5-b23e-4ee7-8957-c849f934a929,transform,Markov's Servant,Creature -- Vampire,4,4,NULL,Transform,NULL,""". . . and for that I shall be eternally grateful."""
7dfc573c-79b9-4fd9-b721-725323a320a8,141c246b-92fc-449f-b739-fab3f4671e9d,transform,"Avacyn, the Purifier",Legendary Creature -- Angel,6,5,NULL,"Flying,Vigilance,Transform,Flash","Flying\nWhen this creature transforms into Avacyn, the Purifier, it deals 3 damage to each other creature and each opponent.","""Wings that once bore hope are now stained with blood. She is our guardian no longer.""\n -- Grete, cathar apostate"
7e0cfe44-9b57-4b9a-b23f-18d3237bd7ee,4bd95c6a-383d-44d2-8983-97a3827be02b,transform,"Chandra, Roaring Flame",Legendary Planeswalker -- Chandra,NULL,NULL,4,NULL,"+1: Chandra, Roaring Flame deals 2 damage to target player or planeswalker.\n -- 2: Chandra, Roaring Flame deals 2 damage to target creature.\n -- 7: Chandra, Roaring Flame deals 6 damage to each opponent. Each player dealt damage this way gets an emblem with ""At the beginning of your upkeep, this emblem deals 3 damage to you."" ",NULL
7e137566-5033-48e8-88ba-65e3821b3cec,eaf40856-44ab-4a65-8fc3-7ddbb4f013b9,transform,Westvale Cult Leader,Creature -- Human Cleric,*,*,NULL,Transform,"Westvale Cult Leader's power and toughness are each equal to the number of creatures you control.\nAt the beginning of your end step, create a 1/1 white and black Human Cleric creature token.",NULL
7ea26869-d923-42e1-9b34-3993f63f64b4,327b95f8-db12-41c5-afa4-889e1da36f03,transform,"Itlimoc, Cradle of the Sun",Legendary Land,NULL,NULL,NULL,Transform,(Transforms from Growing Rites of Itlimoc.)\n{T}: Add {G}.\n{T}: Add {G} for each creature you control.,"""Before the Sun Empire was born, humans and merfolk joined their magic to invoke a blessing of fertility on the land."""
7ef37cb3-d803-47d7-8a01-9c803aa2eadc,5134c66e-89d3-46d2-9a63-9e7fd59536f1,modal_dfc,Mistgate Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {U}.,"""I've never seen mist so unnaturally thick as this -- where does the sea end and the sky begin?""\n -- Ekken, Omenseeker navigator"
7f91a1a9-8de1-4272-a266-5990dee076f7,5461ace2-034b-4d36-b4c5-c40184d21c2a,art_series,Silent Clearing,Card,NULL,NULL,NULL,NULL,NULL,NULL
7f95145a-41a1-478e-bf8a-ea8838d6f9b1,faecd91c-739b-493a-9ace-b5c1558065b4,transform,Conduit of Emrakul,Creature -- Eldrazi Werewolf,5,4,NULL,Transform,"Whenever Conduit of Emrakul attacks, add {C}{C} at the beginning of your next main phase this turn.","""As without, so within."""
8093f8b0-5d50-48ca-b616-e92535a47138,fb04f46f-b1b0-4e18-80c6-563c5109ce60,transform,Infectious Curse,Enchantment -- Aura Curse,NULL,NULL,NULL,Enchant,"Enchant player\nSpells you cast that target enchanted player cost {1} less to cast.\nAt the beginning of enchanted player's upkeep, that player loses 1 life and you gain 1 life.",NULL
818de08f-92f5-4b86-a092-bc925f35c496,9b146728-a57e-45aa-b4fd-7a47b75b7ce2,art_series,Thwart the Grave,Card,NULL,NULL,NULL,NULL,NULL,NULL
828e8abf-30bc-486b-a3fb-8a0a9c73eeb1,23179f88-791f-4567-b3ce-d9932e8f084b,transform,Tomb of the Dusk Rose,Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Profane Procession.)\n{T}: Add one mana of any color.\n{2}{W}{B}, {T}: Put a creature card exiled with this permanent onto the battlefield under your control.",""". . . resting in the splendor of the dead."""
82b6bcb6-110d-47ec-8d41-31c156a45a41,80bb4676-4e3f-47c9-8d61-27a2a1294b57,transform,"Atzal, Cave of Eternity",Legendary Land,NULL,NULL,NULL,Enchant,"(Transforms from Journey to Eternity.)\n{T}: Add one mana of any color.\n{3}{B}{G}, {T}: Return target creature card from your graveyard to the battlefield.",""". . . but every end is a new beginning."""
8325c570-4d74-4e65-891c-3e153abf4bf9,c33673e3-b3cd-4a77-ac9c-610fc8b08cb2,transform,Ulvenwald Primordials,Creature -- Werewolf,5,5,NULL,Transform,"{G}: Regenerate Ulvenwald Primordials.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Ulvenwald Primordials.",""". . . and embrace the ancient ferocity of the undying Wild."""
83e6156b-c261-46d6-a038-24e11228b8b0,c4f43de7-f390-4b3e-af3d-bee7cdc3e9a8,art_series,Teeterpeak Ambusher,Card,NULL,NULL,NULL,NULL,NULL,NULL
8499265b-4a81-4298-9cc2-dd8826f9658b,aba4ab44-5849-43ab-85ec-79d2b50761f3,art_series,Celestial Colonnade,Card,NULL,NULL,NULL,NULL,NULL,NULL
853c8df2-75b2-403e-87a4-5e5aa43a31b8,fc768158-6c23-4565-8063-4a85808cbd19,transform,Vault of Catlacan,Legendary Land,NULL,NULL,NULL,Transform,(Transforms from Storm the Vault.)\n{T}: Add one mana of any color.\n{T}: Add {U} for each artifact you control.,"""Swimming in coins proved harder than they'd hoped, but dancing was a jingling delight."""
85794e17-433d-4f89-980d-0bbdcafee985,0cd5ee9d-c45c-4293-bdbe-5158f16346f0,art_series,"Sisay, Weatherlight Captain",Card,NULL,NULL,NULL,NULL,NULL,NULL
857af47d-9981-4fe2-9c2d-9742154fa9f2,a9ce34db-dcdf-4dfe-8f48-095c7eebfdad,art_series,Mountain 1,Card,NULL,NULL,NULL,NULL,NULL,NULL
8611281b-3613-4bfe-b49b-62e5cbbf2e99,4bc2eb3a-e67c-4f8a-8c54-e5bcec1d689e,art_series,Ranger-Captain of Eos,Card,NULL,NULL,NULL,NULL,NULL,NULL
870e6492-3e4d-4680-9a78-a99782039876,6956b859-29f8-4240-b476-5f54692462a2,transform,Ludevic's Abomination,Creature -- Lizard Horror,13,13,NULL,"Transform,Trample,Defender",Trample,NULL
87a4e5fe-161f-42da-9ca2-67c8e8970e94,7240b9af-ca9b-45c2-ac3d-7a8fc20151e2,modal_dfc,Slitherbore Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {G}.,"""The Cosmos Serpent carved these tunnels, and his echo remains, a twisting aura of ferocity and boundless growth.""\n -- Haugar, Kannah wayfinder"
87c33c94-4b56-4a96-9c4c-a376f8d54943,c4c8e4bb-b043-473a-9673-1eaae8999b8a,modal_dfc,Tidechannel Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {U}.,NULL
8837b8f3-e940-410b-9a18-6b73a0324d63,87c6c10b-02aa-426a-8f2a-6b217d4b4206,art_series,Umara Mystic,Card,NULL,NULL,NULL,NULL,NULL,NULL
887efa4e-f713-4165-a7e1-b0f00ac81784,6d886798-1e47-469e-bf04-ceff01c568b4,double_faced_token,Soldier,Token Creature -- Soldier,1,1,NULL,Lifelink,NULL,NULL
88db324f-11f1-43d3-a897-f4e3caf8d642,f36dd663-21f9-4aa9-a2a2-64994fc90627,transform,Stalking Vampire,Creature -- Vampire,5,5,NULL,"Flying,Transform","At the beginning of your upkeep, you may pay {2}{B}{B}. If you do, transform Stalking Vampire.","""Each form she takes is an exploration of the senses."""
890eee8d-a339-4143-adfa-1b17ec10c099,b7ac1696-719a-4fa0-b416-890a521cceb9,modal_dfc,Umara Skyfalls,Land,NULL,NULL,NULL,NULL,Umara Skyfalls enters the battlefield tapped.\n{T}: Add {U}.,"""The source of the Umara River sits high above Oran-Rief, ever weeping on the jungle below.""\n -- Ko Dari, expedition wizard"
89a397e8-a2c6-4778-9909-9ccf5ca9daf3,b4e4eca6-747c-4da1-83eb-2650e2d6351c,art_series,Lightning Skelemental,Card,NULL,NULL,NULL,NULL,NULL,NULL
89b9ded0-6ddf-4d3e-9442-53e647bad172,85cede38-b4a9-4e0b-8693-5a8551f7ddb5,double_faced_token,Base Race (cont'd),Card,NULL,NULL,NULL,NULL,"empty space. Moving a card onto a space occupied by an opponent's card starts a battle! Reveal both cards and do the following for each card type:\nIf both revealed cards are Creatures/Artifact Creatures, the card with the higher toughness wins and remains face up; the loser is discarded. If they tie, the attacker wins.\nLegendary Creatures/Planeswalkers always win against nonlegendary creatures. When they battle each other, the higher toughness or loyalty wins. If they tie, the attacker wins.\nIf either of the revealed cards is an Instant/Sorcery/Enchantment, discard both revealed cards. (Other effects still happen.)\nIf one of the revealed cards is an Artifact, the player who owns it discards it and takes an extra turn. If both revealed cards are Artifacts, only the attacker gets the extra turn.\nTO WIN:\nWhen a Land is revealed in battle, its owner loses the game. When one Land attacks another, the attacking land wins the game.",NULL
8a2e3b19-8da8-47e0-8495-3000483a6fcf,d8a3adf4-9865-40b0-b070-23d02db939ee,art_series,Magmatic Channeler,Card,NULL,NULL,NULL,NULL,NULL,NULL
8bb7bf4f-0745-4f7d-b285-f8d4dc8126c6,7553799d-c00d-496b-bd30-bec973ab21aa,art_series,"Taborax, Hope's Demise",Card,NULL,NULL,NULL,NULL,NULL,NULL
8c1528d0-b243-4b5d-a7b7-d8048e531f02,ba799acc-397c-4b90-9b74-0e8608a2a16b,art_series,Sea Gate Stormcaller,Card,NULL,NULL,NULL,NULL,NULL,NULL
8c40a7db-12f2-41bc-9025-d243208e8d70,1b547c47-3bad-4133-b07b-618eb3974231,transform,"Nissa, Sage Animist",Legendary Planeswalker -- Nissa,NULL,NULL,3,NULL,"+1: Reveal the top card of your library. If it's a land card, put it onto the battlefield. Otherwise, put it into your hand.\n -- 2: Create Ashaya, the Awoken World, a legendary 4/4 green Elemental creature token.\n -- 7: Untap up to six target lands. They become 6/6 Elemental creatures. They're still lands.",NULL
8c6c6e31-c8e3-4461-9118-68ca6c8e0eb5,528109fc-6cb5-42fa-a8e3-07801e30f0a4,modal_dfc,Pillarverge Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {W}.,"""The oxen here take an almost feline delight in pushing things over the edge.""\n -- Akiri, kor line-slinger"
8ce300b8-ab50-4c96-ba05-30701a249230,6e30cf0d-4bc4-4178-ba7d-aa556e202e43,double_faced_token,Kraken,Token Creature -- Kraken,9,9,NULL,NULL,NULL,NULL
8ce60642-e207-46e6-b198-d803ff3b47f4,eb0b804a-92df-43d3-b39b-261a8782079c,double_faced_token,Saproling,Token,NULL,NULL,NULL,NULL,NULL,NULL
8d4aa064-240f-4aea-97b7-b687e67b4cb9,096f8028-5633-450f-98b7-6b9bc464c661,transform,"Metzali, Tower of Triumph",Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Path of Mettle.)\n{T}: Add one mana of any color.\n{1}{R}, {T}: Metzali, Tower of Triumph deals 2 damage to each opponent.\n{2}{W}, {T}: Choose a creature at random that attacked this turn. Destroy that creature.",NULL
8de2ff37-fdb7-4f77-9d48-e99afac9a79e,8e4ffaa9-64a3-4fc6-a63e-300dceef8d87,art_series,Chillerpillar,Card,NULL,NULL,NULL,NULL,NULL,NULL
8e7554bc-8583-4059-8895-c3845bc27ae3,7d0d65f9-241c-4cfc-a0b7-4e7bd5aee2e3,transform,Winged Temple of Orazca,Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Hadana's Climb.)\n{T}: Add one mana of any color.\n{1}{G}{U}, {T}: Target creature you control gains flying and gets +X/+X until end of turn, where X is its power.",NULL
8f6b8f36-900d-42fe-8cce-79ea682093ae,15580a44-2a75-447c-814d-4502e3e2351f,art_series,Windswept Heath,Card,NULL,NULL,NULL,NULL,NULL,NULL
90193e53-aa2f-48ad-b133-18338fedb64b,9883ea49-0a76-446d-a01a-8ea02b7c9b8f,transform,Abolisher of Bloodlines,Creature -- Eldrazi Vampire,6,5,NULL,"Flying,Transform,Madness","Flying\nWhen this creature transforms into Abolisher of Bloodlines, target opponent sacrifices three creatures.",NULL
9093ef42-ab58-45b3-9dd5-a30baf20c46a,6237874c-17b4-4605-93b2-e2a292c11619,transform,Winged Temple of Orazca,Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Hadana's Climb.)\n{T}: Add one mana of any color.\n{1}{G}{U}, {T}: Target creature you control gains flying and gets +X/+X until end of turn, where X is its power.",NULL
90df87c1-59df-4244-8653-15e7f13cdacc,1d3941de-b28b-4a46-affd-dee5a7eee0b2,modal_dfc,"Turntimber, Serpentine Wood",Land,NULL,NULL,NULL,NULL,"As Turntimber, Serpentine Wood enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {G}.",NULL
9102e1aa-7123-4c16-a810-d65b4505e147,ff7d7995-d4ec-4d21-b988-567b689285e6,modal_dfc,Pillarverge Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {W}.,NULL
9235dfc1-19bf-4923-84f7-721018514866,dff347bc-37f1-447a-8ef3-f84112f73151,transform,Primal Wellspring,Land,NULL,NULL,NULL,Transform,"(Transforms from Primal Amulet.)\n{T}: Add one mana of any color. When that mana is spent to cast an instant or sorcery spell, copy that spell and you may choose new targets for the copy.",NULL
92390ecb-1361-4919-9c9b-0694b30eda76,71d7aba5-9a43-41d0-bec1-5230e2eb9316,art_series,"Anowon, the Ruin Thief",Card,NULL,NULL,NULL,NULL,NULL,NULL
932d753d-9584-4ad8-9a5e-a3524184f961,8a655646-d8bd-4da1-a69c-5f41958c1b27,transform,Silverpelt Werewolf,Creature -- Werewolf,4,5,NULL,Transform,"Whenever Silverpelt Werewolf deals combat damage to a player, draw a card.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Silverpelt Werewolf.",NULL
935040c8-10f9-442f-b0e2-976134015b1f,d0a493f7-127a-42e1-b29b-6282833a2524,art_series,Flooded Strand,Card,NULL,NULL,NULL,NULL,NULL,NULL
94598167-dec4-425a-86bc-5989e2c3ba7c,6cbe5eb4-6ab5-47fc-8769-54311c7ecbd2,modal_dfc,Murkwater Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {B}.,NULL
94c5f7fe-9ca6-4040-bf7c-062ab22e6a02,7b975441-d29c-4a88-8fb7-747635c32579,transform,Werewolf of Ancient Hunger,Creature -- Werewolf,*,*,NULL,"Vigilance,Transform,Trample","Vigilance, trample\nWerewolf of Ancient Hunger's power and toughness are each equal to the total number of cards in all players' hands.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Werewolf of Ancient Hunger.",NULL
9595a1af-0eae-4beb-bdde-d09706209aa8,9ac80b35-773d-427e-9cea-76350c339178,modal_dfc,Ondu Skyruins,Land,NULL,NULL,NULL,NULL,Ondu Skyruins enters the battlefield tapped.\n{T}: Add {W}.,"""It always seems so quiet in the aftermath of wrenching violence.""\n -- Nys Dal, Sea Gate trapfinder"
963f13d9-96aa-415f-8f9c-c0c0e69f4335,e0b2e780-3fcc-495f-b492-b85999c413b7,art_series,Mountain 3,Card,NULL,NULL,NULL,NULL,NULL,NULL
97502411-5c93-434c-b77b-ceb2c32feae7,1f091f06-a000-4b72-8fd1-22a3e86569b9,modal_dfc,Sword of the Realms,Legendary Artifact -- Equipment,NULL,NULL,NULL,Equip,"Equipped creature gets +2/+0 and has vigilance.\nWhenever equipped creature dies, return it to its owner's hand.\nEquip {1}{W}","""It cuts through the Cosmos itself, carving new Omenpaths between the realms."""
98496d5b-1519-4f0c-8b46-0a43be643dfb,20c167b4-148c-49c8-8651-5a168bc2aeee,modal_dfc,Zof Bloodbog,Land,NULL,NULL,NULL,NULL,Zof Bloodbog enters the battlefield tapped.\n{T}: Add {B}.,"""Look at this place. What more evidence do you require that existence is bleak and meaningless?""\n -- Voshk, oblivion priest"
98fc475a-809d-4278-be03-86eab62b46ce,02d29250-f2b1-4064-a74a-428c44aa4398,transform,Tovolar's Magehunter,Creature -- Werewolf,5,5,NULL,Transform,"Whenever an opponent casts a spell, Tovolar's Magehunter deals 2 damage to that player.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Tovolar's Magehunter.",NULL
9917e633-3367-41fe-ad14-a16acb464e08,1e7a968f-d7a1-45b6-a32b-bf91d38430f5,art_series,Arcum's Astrolabe,Card,NULL,NULL,NULL,NULL,NULL,NULL
99535539-aa73-41ed-86ab-21c97b92620d,548a09a1-ca06-4134-94ef-32e422c906ba,modal_dfc,Khalni Territory,Land,NULL,NULL,NULL,Fight,Khalni Territory enters the battlefield tapped.\n{T}: Add {G}.,"""If you wander into the Khalni Garden without knowing the signs of a scythecat's territory, you're not going to live long enough to learn.""\n -- Raff Slugeater, goblin shortcutter"
999d66c1-609e-473c-887c-17ced11df426,a6786a12-9235-4251-af1c-4ec196e0eb91,art_series,Enduring Sliver,Card,NULL,NULL,NULL,NULL,NULL,NULL
9a3c9e4a-2e6e-4f2f-8544-9273ee226d9f,fa2ec1ce-b442-4c4a-8abe-85293bbff5df,art_series,Force of Despair,Card,NULL,NULL,NULL,NULL,NULL,NULL
