id,base_card_uuid,face_change,name,type,power,toughness,loyalty,mana_cost,keywords,rules_text,flavor_text
222,7b215968-93a6-4278-ac61-4e3e8c3c3943,transform,"Nicol Bolas, the Arisen",Legendary Planeswalker -- Bolas,NULL,NULL,7,NULL,Flying,"+2: Draw two cards.\n -- 3: Nicol Bolas, the Arisen deals 10 damage to target creature or planeswalker.\n -- 4: Put target creature or planeswalker card from a graveyard onto the battlefield under your control.\n -- 12: Exile all but the bottom card of target player's library.",NULL
223,7b300a1d-22a6-410c-9fe4-293fefe49969,modal_dfc,Ondu Skyruins,Land,NULL,NULL,NULL,NULL,NULL,Ondu Skyruins enters the battlefield tapped.\n{T}: Add {W}.,NULL
224,7b597c97-dad9-4caf-adfc-b5a33dad9c8c,transform,Gold-Forge Garrison,Land,NULL,NULL,NULL,NULL,"Fight,Defender","(Transforms from Golden Guardian.)\n{T}: Add two mana of any one color.\n{4}, {T}: Create a 4/4 colorless Golem artifact creature token.","""An army of living gold for the golden city."""
225,7bf864db-4754-433d-9d77-6695f78f6c09,transform,Homicidal Brute,Creature -- Human Mutant,5,1,NULL,NULL,Transform,"At the beginning of your end step, if Homicidal Brute didn't attack this turn, tap Homicidal Brute, then transform it.","""For a moment his basest desires run free, unshackled by reason or conscience."""
226,7c04c734-354d-4925-8161-7052110951df,modal_dfc,Hagra Broodpit,Land,NULL,NULL,NULL,NULL,NULL,Hagra Broodpit enters the battlefield tapped.\n{T}: Add {B}.,"""I think we somehow got turned around.""\n -- Doros, expedition guide"
227,7c5a3c09-5656-4975-ba03-2d809903ed18,transform,Markov's Servant,Creature -- Vampire,4,4,NULL,NULL,Transform,NULL,""". . . and for that I shall be eternally grateful."""
228,7dfc573c-79b9-4fd9-b721-725323a320a8,transform,"Avacyn, the Purifier",Legendary Creature -- Angel,6,5,NULL,NULL,"Flying,Vigilance,Transform,Flash","Flying\nWhen this creature transforms into Avacyn, the Purifier, it deals 3 damage to each other creature and each opponent.","""Wings that once bore hope are now stained with blood. She is our guardian no longer.""\n -- Grete, cathar apostate"
229,7e0cfe44-9b57-4b9a-b23f-18d3237bd7ee,transform,"Chandra, Roaring Flame",Legendary Planeswalker -- Chandra,NULL,NULL,4,NULL,NULL,"+1: Chandra, Roaring Flame deals 2 damage to target player or planeswalker.\n -- 2: Chandra, Roaring Flame deals 2 damage to target creature.\n -- 7: Chandra, Roaring Flame deals 6 damage to each opponent. Each player dealt damage this way gets an emblem with ""At the beginning of your upkeep, this emblem deals 3 damage to you."" ",NULL
230,7e137566-5033-48e8-88ba-65e3821b3cec,transform,Westvale Cult Leader,Creature -- Human Cleric,*,*,NULL,NULL,Transform,"Westvale Cult Leader's power and toughness are each equal to the number of creatures you control.\nAt the beginning of your end step, create a 1/1 white and black Human Cleric creature token.",NULL
231,7ea26869-d923-42e1-9b34-3993f63f64b4,transform,"Itlimoc, Cradle of the Sun",Legendary Land,NULL,NULL,NULL,NULL,Transform,(Transforms from Growing Rites of Itlimoc.)\n{T}: Add {G}.\n{T}: Add {G} for each creature you control.,"""Before the Sun Empire was born, humans and merfolk joined their magic to invoke a blessing of fertility on the land."""
232,7ef37cb3-d803-47d7-8a01-9c803aa2eadc,modal_dfc,Mistgate Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {U}.,"""I've never seen mist so unnaturally thick as this -- where does the sea end and the sky begin?""\n -- Ekken, Omenseeker navigator"
233,7f91a1a9-8de1-4272-a266-5990dee076f7,art_series,Silent Clearing,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,7f95145a-41a1-478e-bf8a-ea8838d6f9b1,transform,Conduit of Emrakul,Creature -- Eldrazi Werewolf,5,4,NULL,NULL,Transform,"Whenever Conduit of Emrakul attacks, add {C}{C} at the beginning of your next main phase this turn.","""As without, so within."""
235,8093f8b0-5d50-48ca-b616-e92535a47138,transform,Infectious Curse,Enchantment -- Aura Curse,NULL,NULL,NULL,NULL,Enchant,"Enchant player\nSpells you cast that target enchanted player cost {1} less to cast.\nAt the beginning of enchanted player's upkeep, that player loses 1 life and you gain 1 life.",NULL
236,818de08f-92f5-4b86-a092-bc925f35c496,art_series,Thwart the Grave,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,828e8abf-30bc-486b-a3fb-8a0a9c73eeb1,transform,Tomb of the Dusk Rose,Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Profane Procession.)\n{T}: Add one mana of any color.\n{2}{W}{B}, {T}: Put a creature card exiled with this permanent onto the battlefield under your control.",""". . . resting in the splendor of the dead."""
238,82b6bcb6-110d-47ec-8d41-31c156a45a41,transform,"Atzal, Cave of Eternity",Legendary Land,NULL,NULL,NULL,NULL,Enchant,"(Transforms from Journey to Eternity.)\n{T}: Add one mana of any color.\n{3}{B}{G}, {T}: Return target creature card from your graveyard to the battlefield.",""". . . but every end is a new beginning."""
239,8325c570-4d74-4e65-891c-3e153abf4bf9,transform,Ulvenwald Primordials,Creature -- Werewolf,5,5,NULL,NULL,Transform,"{G}: Regenerate Ulvenwald Primordials.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Ulvenwald Primordials.",""". . . and embrace the ancient ferocity of the undying Wild."""
240,83e6156b-c261-46d6-a038-24e11228b8b0,art_series,Teeterpeak Ambusher,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
241,8499265b-4a81-4298-9cc2-dd8826f9658b,art_series,Celestial Colonnade,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
242,853c8df2-75b2-403e-87a4-5e5aa43a31b8,transform,Vault of Catlacan,Legendary Land,NULL,NULL,NULL,NULL,Transform,(Transforms from Storm the Vault.)\n{T}: Add one mana of any color.\n{T}: Add {U} for each artifact you control.,"""Swimming in coins proved harder than they'd hoped, but dancing was a jingling delight."""
243,85794e17-433d-4f89-980d-0bbdcafee985,art_series,"Sisay, Weatherlight Captain",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
244,857af47d-9981-4fe2-9c2d-9742154fa9f2,art_series,Mountain 1,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
245,8611281b-3613-4bfe-b49b-62e5cbbf2e99,art_series,Ranger-Captain of Eos,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
246,870e6492-3e4d-4680-9a78-a99782039876,transform,Ludevic's Abomination,Creature -- Lizard Horror,13,13,NULL,NULL,"Transform,Trample,Defender",Trample,NULL
247,87a4e5fe-161f-42da-9ca2-67c8e8970e94,modal_dfc,Slitherbore Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {G}.,"""The Cosmos Serpent carved these tunnels, and his echo remains, a twisting aura of ferocity and boundless growth.""\n -- Haugar, Kannah wayfinder"
249,8837b8f3-e940-410b-9a18-6b73a0324d63,art_series,Umara Mystic,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
250,887efa4e-f713-4165-a7e1-b0f00ac81784,double_faced_token,Soldier,Token Creature -- Soldier,1,1,NULL,NULL,Lifelink,NULL,NULL
251,88db324f-11f1-43d3-a897-f4e3caf8d642,transform,Stalking Vampire,Creature -- Vampire,5,5,NULL,NULL,"Flying,Transform","At the beginning of your upkeep, you may pay {2}{B}{B}. If you do, transform Stalking Vampire.","""Each form she takes is an exploration of the senses."""
252,890eee8d-a339-4143-adfa-1b17ec10c099,modal_dfc,Umara Skyfalls,Land,NULL,NULL,NULL,NULL,NULL,Umara Skyfalls enters the battlefield tapped.\n{T}: Add {U}.,"""The source of the Umara River sits high above Oran-Rief, ever weeping on the jungle below.""\n -- Ko Dari, expedition wizard"
253,89a397e8-a2c6-4778-9909-9ccf5ca9daf3,art_series,Lightning Skelemental,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
254,89b9ded0-6ddf-4d3e-9442-53e647bad172,double_faced_token,Base Race (cont'd),Card,NULL,NULL,NULL,NULL,NULL,"empty space. Moving a card onto a space occupied by an opponent's card starts a battle! Reveal both cards and do the following for each card type:\nIf both revealed cards are Creatures/Artifact Creatures, the card with the higher toughness wins and remains face up; the loser is discarded. If they tie, the attacker wins.\nLegendary Creatures/Planeswalkers always win against nonlegendary creatures. When they battle each other, the higher toughness or loyalty wins. If they tie, the attacker wins.\nIf either of the revealed cards is an Instant/Sorcery/Enchantment, discard both revealed cards. (Other effects still happen.)\nIf one of the revealed cards is an Artifact, the player who owns it discards it and takes an extra turn. If both revealed cards are Artifacts, only the attacker gets the extra turn.\nTO WIN:\nWhen a Land is revealed in battle, its owner loses the game. When one Land attacks another, the attacking land wins the game.",NULL
255,8a2e3b19-8da8-47e0-8495-3000483a6fcf,art_series,Magmatic Channeler,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
256,8bb7bf4f-0745-4f7d-b285-f8d4dc8126c6,art_series,"Taborax, Hope's Demise",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
257,8c1528d0-b243-4b5d-a7b7-d8048e531f02,art_series,Sea Gate Stormcaller,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
258,8c40a7db-12f2-41bc-9025-d243208e8d70,transform,"Nissa, Sage Animist",Legendary Planeswalker -- Nissa,NULL,NULL,3,NULL,NULL,"+1: Reveal the top card of your library. If it's a land card, put it onto the battlefield. Otherwise, put it into your hand.\n -- 2: Create Ashaya, the Awoken World, a legendary 4/4 green Elemental creature token.\n -- 7: Untap up to six target lands. They become 6/6 Elemental creatures. They're still lands.",NULL
259,8c6c6e31-c8e3-4461-9118-68ca6c8e0eb5,modal_dfc,Pillarverge Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {W}.,"""The oxen here take an almost feline delight in pushing things over the edge.""\n -- Akiri, kor line-slinger"
260,8ce300b8-ab50-4c96-ba05-30701a249230,double_faced_token,Kraken,Token Creature -- Kraken,9,9,NULL,NULL,NULL,NULL,NULL
261,8ce60642-e207-46e6-b198-d803ff3b47f4,double_faced_token,Saproling,Token,NULL,NULL,NULL,NULL,NULL,NULL,NULL
262,8d4aa064-240f-4aea-97b7-b687e67b4cb9,transform,"Metzali, Tower of Triumph",Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Path of Mettle.)\n{T}: Add one mana of any color.\n{1}{R}, {T}: Metzali, Tower of Triumph deals 2 damage to each opponent.\n{2}{W}, {T}: Choose a creature at random that attacked this turn. Destroy that creature.",NULL
263,8de2ff37-fdb7-4f77-9d48-e99afac9a79e,art_series,Chillerpillar,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
264,8e7554bc-8583-4059-8895-c3845bc27ae3,transform,Winged Temple of Orazca,Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Hadana's Climb.)\n{T}: Add one mana of any color.\n{1}{G}{U}, {T}: Target creature you control gains flying and gets +X/+X until end of turn, where X is its power.",NULL
265,8f6b8f36-900d-42fe-8cce-79ea682093ae,art_series,Windswept Heath,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
266,90193e53-aa2f-48ad-b133-18338fedb64b,transform,Abolisher of Bloodlines,Creature -- Eldrazi Vampire,6,5,NULL,NULL,"Flying,Transform,Madness","Flying\nWhen this creature transforms into Abolisher of Bloodlines, target opponent sacrifices three creatures.",NULL
267,9093ef42-ab58-45b3-9dd5-a30baf20c46a,transform,Winged Temple of Orazca,Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Hadana's Climb.)\n{T}: Add one mana of any color.\n{1}{G}{U}, {T}: Target creature you control gains flying and gets +X/+X until end of turn, where X is its power.",NULL
268,90df87c1-59df-4244-8653-15e7f13cdacc,modal_dfc,"Turntimber, Serpentine Wood",Land,NULL,NULL,NULL,NULL,NULL,"As Turntimber, Serpentine Wood enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {G}.",NULL
269,9102e1aa-7123-4c16-a810-d65b4505e147,modal_dfc,Pillarverge Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {W}.,NULL
270,9235dfc1-19bf-4923-84f7-721018514866,transform,Primal Wellspring,Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Primal Amulet.)\n{T}: Add one mana of any color. When that mana is spent to cast an instant or sorcery spell, copy that spell and you may choose new targets for the copy.",NULL
271,92390ecb-1361-4919-9c9b-0694b30eda76,art_series,"Anowon, the Ruin Thief",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
272,932d753d-9584-4ad8-9a5e-a3524184f961,transform,Silverpelt Werewolf,Creature -- Werewolf,4,5,NULL,NULL,Transform,"Whenever Silverpelt Werewolf deals combat damage to a player, draw a card.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Silverpelt Werewolf.",NULL
273,935040c8-10f9-442f-b0e2-976134015b1f,art_series,Flooded Strand,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
274,94598167-dec4-425a-86bc-5989e2c3ba7c,modal_dfc,Murkwater Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {B}.,NULL
275,94c5f7fe-9ca6-4040-bf7c-062ab22e6a02,transform,Werewolf of Ancient Hunger,Creature -- Werewolf,*,*,NULL,NULL,"Vigilance,Transform,Trample","Vigilance, trample\nWerewolf of Ancient Hunger's power and toughness are each equal to the total number of cards in all players' hands.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Werewolf of Ancient Hunger.",NULL
276,9595a1af-0eae-4beb-bdde-d09706209aa8,modal_dfc,Ondu Skyruins,Land,NULL,NULL,NULL,NULL,NULL,Ondu Skyruins enters the battlefield tapped.\n{T}: Add {W}.,"""It always seems so quiet in the aftermath of wrenching violence.""\n -- Nys Dal, Sea Gate trapfinder"
277,963f13d9-96aa-415f-8f9c-c0c0e69f4335,art_series,Mountain 3,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
279,98496d5b-1519-4f0c-8b46-0a43be643dfb,modal_dfc,Zof Bloodbog,Land,NULL,NULL,NULL,NULL,NULL,Zof Bloodbog enters the battlefield tapped.\n{T}: Add {B}.,"""Look at this place. What more evidence do you require that existence is bleak and meaningless?""\n -- Voshk, oblivion priest"
280,98fc475a-809d-4278-be03-86eab62b46ce,transform,Tovolar's Magehunter,Creature -- Werewolf,5,5,NULL,NULL,Transform,"Whenever an opponent casts a spell, Tovolar's Magehunter deals 2 damage to that player.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Tovolar's Magehunter.",NULL
281,9917e633-3367-41fe-ad14-a16acb464e08,art_series,Arcum's Astrolabe,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
282,99535539-aa73-41ed-86ab-21c97b92620d,modal_dfc,Khalni Territory,Land,NULL,NULL,NULL,NULL,Fight,Khalni Territory enters the battlefield tapped.\n{T}: Add {G}.,"""If you wander into the Khalni Garden without knowing the signs of a scythecat's territory, you're not going to live long enough to learn.""\n -- Raff Slugeater, goblin shortcutter"
283,999d66c1-609e-473c-887c-17ced11df426,art_series,Enduring Sliver,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
284,9a3c9e4a-2e6e-4f2f-8544-9273ee226d9f,art_series,Force of Despair,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
285,9a55b60a-5d90-4f73-984e-53fdcc0366e4,transform,It That Rides as One,Creature -- Eldrazi Horror,4,4,NULL,NULL,"Lifelink,Transform,First strike,Trample","First strike, trample, lifelink",""". . . but until this morning, I'd never seen them be of one body.""\n -- Ulda, Gavony Rider"
286,9ac657eb-d831-43a0-ba17-ec307121d3e7,art_series,Tazeem Roilmage,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
287,9aec6f53-1663-484e-b706-23870001c938,art_series,Forest 1,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
288,9afc4e25-a9c6-4dda-932a-dc4bff45877e,art_series,Mind Carver,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
289,9b111525-0600-4bae-94a3-df8f9472388f,double_faced_token,Clue,Token,NULL,NULL,NULL,NULL,NULL,NULL,NULL
290,9d9c1c46-7aa7-464c-87b0-b29b9663daef,transform,Chalice of Death,Artifact,NULL,NULL,NULL,NULL,Transform,{T}: Target player loses 5 life.,"""The bitter taste of life's only certainty."""
291,9e8c0009-787f-480b-84b6-bf297f1fb466,transform,Spitfire Bastion,Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Vance's Blasting Cannons.)\n{T}: Add {R}.\n{2}{R}, {T}: Spitfire Bastion deals 3 damage to any target.","""Now instead of a ship, Ripley Vance commands a fortress."""
292,9f25e1cf-eeb4-458d-8fb2-b3a2f86bdd54,transform,"Liliana, Defiant Necromancer",Legendary Planeswalker -- Liliana,NULL,NULL,3,NULL,Lifelink,"+2: Each player discards a card.\n -- X: Return target nonlegendary creature card with converted mana cost X from your graveyard to the battlefield.\n -- 8: You get an emblem with ""Whenever a creature dies, return it to the battlefield under your control at the beginning of the next end step."" ",NULL
293,a020dc47-3747-4123-9954-f0e87a858b8c,double_faced_token,Horror,Token Creature -- Horror,1,1,NULL,NULL,Flying,Flying,NULL
294,a1344cfe-6ee6-44fc-b5fe-e7980a5143c6,art_series,Scour All Possibilities,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
295,a156b510-8879-4a7b-b15b-71374cb1e6f7,modal_dfc,Valakut Stoneforge,Land,NULL,NULL,NULL,NULL,NULL,Valakut Stoneforge enters the battlefield tapped.\n{T}: Add {R}.,NULL
296,a250398e-1a6a-4607-bfb5-11015cee5522,art_series,Ninja of the New Moon,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,a2c044c0-3625-4bdf-9445-b462394cecae,transform,Werewolf Ransacker,Creature -- Werewolf,5,4,NULL,NULL,Transform,"Whenever this creature transforms into Werewolf Ransacker, you may destroy target artifact. If that artifact is put into a graveyard this way, Werewolf Ransacker deals 3 damage to that artifact's controller.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Werewolf Ransacker.",NULL
298,a32ce90d-9138-4aca-aa3c-a558dd16fad8,transform,Insidious Mist,Creature -- Elemental,0,1,NULL,NULL,"Indestructible,Transform,Hexproof","Hexproof, indestructible\nInsidious Mist can't block and can't be blocked.\nWhenever Insidious Mist attacks and isn't blocked, you may pay {2}{B}. If you do, transform it.",NULL
299,a465d79f-7840-4cd6-b2d6-abf416045baf,art_series,Lotus Cobra,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
300,a63c30c0-369a-4a75-b352-edab4d263d1b,transform,Howling Chorus,Creature -- Eldrazi Werewolf,3,5,NULL,NULL,Transform,"Creatures with power less than Howling Chorus's power can't block it.\nWhenever Howling Chorus deals combat damage to a player, create a 3/2 colorless Eldrazi Horror creature token.",NULL
301,a66d5ee9-86a7-4052-a868-8dc6398342b3,transform,Withengar Unbound,Legendary Creature -- Demon,13,13,NULL,NULL,"Flying,Transform,Trample,Equip,Intimidate","Flying, intimidate, trample (A creature with intimidate can't be blocked except by artifact creatures and/or creatures that share a color with it.)\nWhenever a player loses the game, put thirteen +1/+1 counters on Withengar Unbound.","""There are not enough lives on Innistrad to satisfy his thirst for retribution."""
302,a69541db-3f4e-412f-aa8e-dec1e74f74dc,modal_dfc,Spikefield Cave,Land,NULL,NULL,NULL,NULL,NULL,Spikefield Cave enters the battlefield tapped.\n{T}: Add {R}.,"""Silence until we're through. Even a whisper's echo can dislodge death from above.""\n -- Raff Slugeater, goblin shortcutter"
303,a6cb69b6-88dd-4ae6-b123-c75d8f39c538,modal_dfc,"Sea Gate, Reborn",Land,NULL,NULL,NULL,NULL,NULL,"As Sea Gate, Reborn enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {U}.","""We carry on the legacy of those who defended our world by continuing to unearth its secrets.""\n -- Tazri"
304,a6ef520b-6a32-433e-b674-5d6584b12d34,art_series,Serra the Benevolent,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
305,a7146984-4666-4e01-b7dd-eed5c35fc765,art_series,Mind Rake,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,a893bffb-1ced-49be-96a6-2ecfb98b60fb,transform,"Jace, Telepath Unbound",Legendary Planeswalker -- Jace,NULL,NULL,5,NULL,Mill,"+1: Up to one target creature gets -2/-0 until your next turn.\n -- 3: You may cast target instant or sorcery card from your graveyard this turn. If that spell would be put into your graveyard this turn, exile it instead.\n -- 9: You get an emblem with ""Whenever you cast a spell, target opponent mills five cards."" ",NULL
307,a910d400-8053-4c90-82e7-bf3e22e81633,modal_dfc,"Sea Gate, Reborn",Land,NULL,NULL,NULL,NULL,NULL,"As Sea Gate, Reborn enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {U}.",NULL
308,aae6fb12-b252-453b-bca7-1ea2a0d6c8dc,transform,Ravager of the Fells,Creature -- Werewolf,4,4,NULL,NULL,"Transform,Trample","Trample\nWhenever this creature transforms into Ravager of the Fells, it deals 2 damage to target opponent or planeswalker and 2 damage to up to one target creature that player or that planeswalker's controller controls.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Ravager of the Fells.",NULL
309,abbbb466-31ef-42dd-9993-124f7ec3d8ae,transform,Archdemon of Greed,Creature -- Demon,9,9,NULL,NULL,"Flying,Transform,Trample","Flying, trample\nAt the beginning of your upkeep, sacrifice a Human. If you can't, tap Archdemon of Greed and it deals 9 damage to you.","""The price is paid. The power is mine!"""
310,abdd053f-87ea-4cc8-b3df-a0c69c798d57,art_series,Soul Shatter,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
311,ada9a974-8f1f-4148-bd61-200fc14714b2,modal_dfc,Makindi Mesas,Land,NULL,NULL,NULL,NULL,NULL,Makindi Mesas enters the battlefield tapped.\n{T}: Add {W}.,"""The ground is rumbling. Better hope it's just the Roil!""\n -- Kreq of Sunder Bay"
312,adc6f1f0-7293-4d00-99a7-a7533b2d9b9e,modal_dfc,Timbercrown Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {G}.,"""Walk quickly and ignore any roars from the undergrowth.""\n -- Enwor, Sea Gate Expeditionary House"
313,ae155ee2-008f-4dc6-82bf-476be7baa224,transform,"Avacyn, the Purifier",Legendary Creature -- Angel,6,5,NULL,NULL,"Flying,Vigilance,Transform,Flash","Flying\nWhen this creature transforms into Avacyn, the Purifier, it deals 3 damage to each other creature and each opponent.","""Wings that once bore hope are now stained with blood. She is our guardian no longer.""\n -- Grete, cathar apostate"
314,ae420b3f-2f5b-4a4a-8d3a-8e6a3288c35a,modal_dfc,Pillarverge Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {W}.,NULL
315,ae496fbb-c42d-4bd8-b8a6-3d9fa66530de,art_series,Umezawa's Charm,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
316,af6a8b6f-344a-4a4f-8949-b3ab2465b74b,transform,"Adanto, the First Fort",Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Legion's Landing.)\n{T}: Add {W}.\n{2}{W}, {T}: Create a 1/1 white Vampire creature token with lifelink.",NULL
317,b08ddcf3-c31b-4fb5-922c-09747e270c50,art_series,Reclaim the Wastes,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
318,b0cceea8-d15c-4b17-aef7-b4300bc29ee6,art_series,Island 2,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,b0d6caf0-4fa8-4ec5-b7f4-1307474d1b13,transform,"Chandra, Roaring Flame",Legendary Planeswalker -- Chandra,NULL,NULL,4,NULL,NULL,"+1: Chandra, Roaring Flame deals 2 damage to target player or planeswalker.\n -- 2: Chandra, Roaring Flame deals 2 damage to target creature.\n -- 7: Chandra, Roaring Flame deals 6 damage to each opponent. Each player dealt damage this way gets an emblem with ""At the beginning of your upkeep, this emblem deals 3 damage to you."" ",NULL
320,b0fe4b53-18f6-42eb-b03f-cab3e5a7fba6,modal_dfc,Murkwater Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {B}.,NULL
321,b101dd14-aff1-4811-bf1b-468930dd2999,transform,"Liliana, Defiant Necromancer",Legendary Planeswalker -- Liliana,NULL,NULL,3,NULL,Lifelink,"+2: Each player discards a card.\n -- X: Return target nonlegendary creature card with converted mana cost X from your graveyard to the battlefield.\n -- 8: You get an emblem with ""Whenever a creature dies, return it to the battlefield under your control at the beginning of the next end step."" ",NULL
322,b10441dd-9029-4f95-9566-d3771ebd36bd,double_faced_token,Mowu,Token Legendary Creature -- Dog,3,3,NULL,NULL,NULL,NULL,NULL
323,b13ee10c-b09d-4ab5-a9f9-16e4acfc86de,modal_dfc,Boulderloft Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {W}.,"""The path is stable. It's the gusts all around it that are a bit 'whoosh -- oops -- bye.'""\n -- Kreq of Sunder Bay"
324,b150d71f-11c9-40d6-a461-4967ef437315,transform,Tovolar's Magehunter,Creature -- Werewolf,5,5,NULL,NULL,Transform,"Whenever an opponent casts a spell, Tovolar's Magehunter deals 2 damage to that player.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Tovolar's Magehunter.",NULL
325,b157345d-b997-4868-9c8a-e86e8c7ffed5,art_series,Spinehorn Minotaur,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
326,b2274cda-b97f-4027-9cd8-c35eeaa0b5e6,modal_dfc,Hagra Broodpit,Land,NULL,NULL,NULL,NULL,NULL,Hagra Broodpit enters the battlefield tapped.\n{T}: Add {B}.,NULL
327,b245e80e-a113-4f34-a089-e3e514eaddc0,transform,"Ormendahl, Profane Prince",Legendary Creature -- Demon,9,7,NULL,NULL,"Flying,Lifelink,Indestructible,Transform,Haste","Flying, lifelink, indestructible, haste","""With Griselbrand gone, the Skirsdag eagerly awaited another demon to claim their devotion. Ormendahl did not make them wait long."""
328,b37aa12c-a6b3-4cf8-b5a4-0a999ff12d02,transform,"Arlinn, Embraced by the Moon",Legendary Planeswalker -- Arlinn,NULL,NULL,NULL,NULL,Transform,"+1: Creatures you control get +1/+1 and gain trample until end of turn.\n -- 1: Arlinn, Embraced by the Moon deals 3 damage to any target. Transform Arlinn, Embraced by the Moon.\n -- 6: You get an emblem with ""Creatures you control have haste and '{T}: This creature deals damage equal to its power to any target.'"" ",NULL
329,b3b87bfc-f97f-4734-94f6-e3e2f335fc4d,transform,"Itlimoc, Cradle of the Sun",Legendary Land,NULL,NULL,NULL,NULL,Transform,(Transforms from Growing Rites of Itlimoc.)\n{T}: Add {G}.\n{T}: Add {G} for each creature you control.,"""Before the Sun Empire was born, humans and merfolk joined their magic to invoke a blessing of fertility on the land."""
330,b4160322-ff40-41a4-887a-73cd6b85ae45,transform,"Garruk, the Veil-Cursed",Legendary Planeswalker -- Garruk,NULL,NULL,NULL,NULL,Transform,"+1: Create a 1/1 black Wolf creature token with deathtouch.\n -- 1: Sacrifice a creature. If you do, search your library for a creature card, reveal it, put it into your hand, then shuffle your library.\n -- 3: Creatures you control gain trample and get +X/+X until end of turn, where X is the number of creature cards in your graveyard.",NULL
331,b4b99ebb-0d54-4fe5-a495-979aaa564aa8,modal_dfc,Murkwater Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {B}.,"""Here, at least, the danger is usually in plain sight.""\n -- Zahr Gada, Halimar expedition leader"
332,b54aa3cb-b9dd-4dc3-af89-4476a2d4042a,art_series,Kitesail Cleric,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
333,b5c9649e-9ae5-4926-bf08-71ba23aa37f1,transform,Perfected Form,Creature -- Insect Horror,5,4,NULL,NULL,"Flying,Transform,Mill",Flying,"""The final pages of the experiment log were blank. Investigators found it abandoned on a desk in the researcher's lab, open, the pages flipping in the wind from a shattered window."""
